Entity,Code,Date,people_vaccinated
Northern Mariana Islands,MNP,2021-02-13,8596
Northern Mariana Islands,MNP,2021-02-14,8604
Northern Mariana Islands,MNP,2021-02-16,8945
Northern Mariana Islands,MNP,2021-02-17,9043
Northern Mariana Islands,MNP,2021-02-18,9187
Northern Mariana Islands,MNP,2021-02-19,9310
Northern Mariana Islands,MNP,2021-02-20,9310
Northern Mariana Islands,MNP,2021-02-21,9575
Northern Mariana Islands,MNP,2021-02-22,9575
Northern Mariana Islands,MNP,2021-02-23,9696
Northern Mariana Islands,MNP,2021-02-24,9996
Northern Mariana Islands,MNP,2021-02-25,10129
Northern Mariana Islands,MNP,2021-02-26,10394
Northern Mariana Islands,MNP,2021-02-27,10559
Northern Mariana Islands,MNP,2021-02-28,10712
Northern Mariana Islands,MNP,2021-03-01,10931
Northern Mariana Islands,MNP,2021-03-02,11078
Northern Mariana Islands,MNP,2021-03-03,11260
Northern Mariana Islands,MNP,2021-03-04,11427
Northern Mariana Islands,MNP,2021-03-05,11602
Northern Mariana Islands,MNP,2021-03-06,11941
Northern Mariana Islands,MNP,2021-03-07,11941
Northern Mariana Islands,MNP,2021-03-08,11937
Northern Mariana Islands,MNP,2021-03-09,12062
Ohio,,2021-01-12,311867
Ohio,,2021-01-13,329295
Ohio,,2021-01-14,338961
Ohio,,2021-01-15,361818
Ohio,,2021-01-19,444812
Ohio,,2021-01-20,456424
Ohio,,2021-01-21,456424
Ohio,,2021-01-22,500557
Ohio,,2021-01-23,535544
Ohio,,2021-01-24,575488
Ohio,,2021-01-25,608379
Ohio,,2021-01-26,627390
Ohio,,2021-01-27,657075
Ohio,,2021-01-28,683323
Ohio,,2021-01-29,716677
Ohio,,2021-01-30,759337
Ohio,,2021-01-31,789605
Ohio,,2021-02-01,824597
Ohio,,2021-02-02,854741
Ohio,,2021-02-03,883630
Ohio,,2021-02-04,908994
Ohio,,2021-02-05,936321
Ohio,,2021-02-06,975620
Ohio,,2021-02-07,1006750
Ohio,,2021-02-08,1038595
Ohio,,2021-02-09,1059251
Ohio,,2021-02-10,1077597
Ohio,,2021-02-11,1107677
Ohio,,2021-02-12,1162381
Ohio,,2021-02-13,1200949
Ohio,,2021-02-14,1241257
Ohio,,2021-02-16,1308980
Ohio,,2021-02-17,1325650
Ohio,,2021-02-18,1343458
Ohio,,2021-02-19,1432292
Ohio,,2021-02-20,1460227
Ohio,,2021-02-21,1486509
Ohio,,2021-02-22,1503346
Ohio,,2021-02-23,1515448
Ohio,,2021-02-24,1540690
Ohio,,2021-02-25,1567124
Ohio,,2021-02-26,1598364
Ohio,,2021-02-27,1643306
Ohio,,2021-02-28,1691901
Ohio,,2021-03-01,1728576
Ohio,,2021-03-02,1762491
Ohio,,2021-03-03,1801523
Ohio,,2021-03-04,1836564
Ohio,,2021-03-05,1881959
Ohio,,2021-03-06,1952141
Ohio,,2021-03-07,2010947
Ohio,,2021-03-08,2042646
Ohio,,2021-03-09,2070097
Oklahoma,,2021-01-12,109045
Oklahoma,,2021-01-13,118786
Oklahoma,,2021-01-14,160035
Oklahoma,,2021-01-15,173162
Oklahoma,,2021-01-19,209687
Oklahoma,,2021-01-20,217690
Oklahoma,,2021-01-21,230902
Oklahoma,,2021-01-22,247954
Oklahoma,,2021-01-23,263315
Oklahoma,,2021-01-24,279283
Oklahoma,,2021-01-25,282679
Oklahoma,,2021-01-26,284799
Oklahoma,,2021-01-27,296308
Oklahoma,,2021-01-28,308458
Oklahoma,,2021-01-29,323625
Oklahoma,,2021-01-30,339382
Oklahoma,,2021-01-31,356891
Oklahoma,,2021-02-01,360670
Oklahoma,,2021-02-02,362529
Oklahoma,,2021-02-03,372020
Oklahoma,,2021-02-04,382044
Oklahoma,,2021-02-05,393313
Oklahoma,,2021-02-06,406359
Oklahoma,,2021-02-07,424612
Oklahoma,,2021-02-08,431499
Oklahoma,,2021-02-09,432422
Oklahoma,,2021-02-10,440614
Oklahoma,,2021-02-11,452166
Oklahoma,,2021-02-12,458056
Oklahoma,,2021-02-13,468199
Oklahoma,,2021-02-14,477378
Oklahoma,,2021-02-16,484478
Oklahoma,,2021-02-17,485563
Oklahoma,,2021-02-18,487252
Oklahoma,,2021-02-19,565691
Oklahoma,,2021-02-20,572876
Oklahoma,,2021-02-21,584493
Oklahoma,,2021-02-22,594361
Oklahoma,,2021-02-23,600293
Oklahoma,,2021-02-24,617842
Oklahoma,,2021-02-25,634889
Oklahoma,,2021-02-26,651825
Oklahoma,,2021-02-27,670674
Oklahoma,,2021-02-28,693310
Oklahoma,,2021-03-01,709513
Oklahoma,,2021-03-02,713785
Oklahoma,,2021-03-03,726784
Oklahoma,,2021-03-04,745587
Oklahoma,,2021-03-05,767445
Oklahoma,,2021-03-06,788330
Oklahoma,,2021-03-07,809717
Oklahoma,,2021-03-08,818496
Oklahoma,,2021-03-09,822520
Oregon,,2021-01-12,99594
Oregon,,2021-01-13,107843
Oregon,,2021-01-14,119980
Oregon,,2021-01-15,133091
Oregon,,2021-01-19,192550
Oregon,,2021-01-20,192550
Oregon,,2021-01-21,192550
Oregon,,2021-01-22,218413
Oregon,,2021-01-23,231606
Oregon,,2021-01-24,244669
Oregon,,2021-01-25,257296
Oregon,,2021-01-26,263167
Oregon,,2021-01-27,276200
Oregon,,2021-01-28,285528
Oregon,,2021-01-29,299508
Oregon,,2021-01-30,314964
Oregon,,2021-01-31,331692
Oregon,,2021-02-01,342827
Oregon,,2021-02-02,353035
Oregon,,2021-02-03,361249
Oregon,,2021-02-04,369704
Oregon,,2021-02-05,378078
Oregon,,2021-02-06,389513
Oregon,,2021-02-07,400019
Oregon,,2021-02-08,412660
Oregon,,2021-02-09,425086
Oregon,,2021-02-10,434561
Oregon,,2021-02-11,434561
Oregon,,2021-02-12,434561
Oregon,,2021-02-13,466801
Oregon,,2021-02-14,475841
Oregon,,2021-02-16,483103
Oregon,,2021-02-17,487286
Oregon,,2021-02-18,496092
Oregon,,2021-02-19,529837
Oregon,,2021-02-20,541691
Oregon,,2021-02-21,552058
Oregon,,2021-02-22,560544
Oregon,,2021-02-23,568729
Oregon,,2021-02-24,569406
Oregon,,2021-02-25,580233
Oregon,,2021-02-26,597818
Oregon,,2021-02-27,617927
Oregon,,2021-02-28,633952
Oregon,,2021-03-01,652299
Oregon,,2021-03-02,660735
Oregon,,2021-03-03,667785
Oregon,,2021-03-04,679526
Oregon,,2021-03-05,692137
Oregon,,2021-03-06,719910
Oregon,,2021-03-07,743899
Oregon,,2021-03-08,760168
Oregon,,2021-03-09,773967
Pennsylvania,,2021-01-12,266288
Pennsylvania,,2021-01-13,285938
Pennsylvania,,2021-01-14,353821
Pennsylvania,,2021-01-15,380727
Pennsylvania,,2021-01-19,464339
Pennsylvania,,2021-01-20,482791
Pennsylvania,,2021-01-21,508391
Pennsylvania,,2021-01-22,539431
Pennsylvania,,2021-01-23,572228
Pennsylvania,,2021-01-24,611359
Pennsylvania,,2021-01-25,639526
Pennsylvania,,2021-01-26,657711
Pennsylvania,,2021-01-27,693731
Pennsylvania,,2021-01-28,695656
Pennsylvania,,2021-01-29,777260
Pennsylvania,,2021-01-30,819889
Pennsylvania,,2021-01-31,862021
Pennsylvania,,2021-02-01,900237
Pennsylvania,,2021-02-02,916235
Pennsylvania,,2021-02-03,917497
Pennsylvania,,2021-02-04,958587
Pennsylvania,,2021-02-05,993076
Pennsylvania,,2021-02-06,1036395
Pennsylvania,,2021-02-07,1082700
Pennsylvania,,2021-02-08,1108626
Pennsylvania,,2021-02-09,1134099
Pennsylvania,,2021-02-10,1176825
Pennsylvania,,2021-02-11,1215755
Pennsylvania,,2021-02-12,1264215
Pennsylvania,,2021-02-13,1269266
Pennsylvania,,2021-02-14,1363250
Pennsylvania,,2021-02-16,1369992
Pennsylvania,,2021-02-17,1445138
Pennsylvania,,2021-02-18,1478146
Pennsylvania,,2021-02-19,1601176
Pennsylvania,,2021-02-20,1628681
Pennsylvania,,2021-02-21,1667727
Pennsylvania,,2021-02-22,1699219
Pennsylvania,,2021-02-23,1709641
Pennsylvania,,2021-02-24,1731438
Pennsylvania,,2021-02-25,1765921
Pennsylvania,,2021-02-26,1804835
Pennsylvania,,2021-02-27,1869895
Pennsylvania,,2021-02-28,1912757
Pennsylvania,,2021-03-01,1957354
Pennsylvania,,2021-03-02,1991483
Pennsylvania,,2021-03-03,2027556
Pennsylvania,,2021-03-04,2079821
Pennsylvania,,2021-03-05,2174656
Pennsylvania,,2021-03-06,2257370
Pennsylvania,,2021-03-07,2272818
Pennsylvania,,2021-03-08,2289199
Pennsylvania,,2021-03-09,2401448
Puerto Rico,PRI,2021-01-12,61486
Puerto Rico,PRI,2021-01-13,67475
Puerto Rico,PRI,2021-01-14,80310
Puerto Rico,PRI,2021-01-15,87512
Puerto Rico,PRI,2021-01-19,107661
Puerto Rico,PRI,2021-01-20,112524
Puerto Rico,PRI,2021-01-21,120250
Puerto Rico,PRI,2021-01-22,128284
Puerto Rico,PRI,2021-01-23,136400
Puerto Rico,PRI,2021-01-24,143910
Puerto Rico,PRI,2021-01-25,146984
Puerto Rico,PRI,2021-01-26,147910
Puerto Rico,PRI,2021-01-27,156071
Puerto Rico,PRI,2021-01-28,165862
Puerto Rico,PRI,2021-01-29,174840
Puerto Rico,PRI,2021-01-30,183630
Puerto Rico,PRI,2021-01-31,193842
Puerto Rico,PRI,2021-02-01,197187
Puerto Rico,PRI,2021-02-02,197187
Puerto Rico,PRI,2021-02-03,206430
Puerto Rico,PRI,2021-02-04,214661
Puerto Rico,PRI,2021-02-05,221431
Puerto Rico,PRI,2021-02-06,229133
Puerto Rico,PRI,2021-02-07,229133
Puerto Rico,PRI,2021-02-08,229133
Puerto Rico,PRI,2021-02-09,236882
Puerto Rico,PRI,2021-02-10,242200
Puerto Rico,PRI,2021-02-11,248934
Puerto Rico,PRI,2021-02-12,248934
Puerto Rico,PRI,2021-02-13,266635
Puerto Rico,PRI,2021-02-14,272485
Puerto Rico,PRI,2021-02-16,274733
Puerto Rico,PRI,2021-02-17,277616
Puerto Rico,PRI,2021-02-18,284163
Puerto Rico,PRI,2021-02-19,308150
Puerto Rico,PRI,2021-02-20,314053
Puerto Rico,PRI,2021-02-21,320383
Puerto Rico,PRI,2021-02-22,320423
Puerto Rico,PRI,2021-02-23,322212
Puerto Rico,PRI,2021-02-24,329107
Puerto Rico,PRI,2021-02-25,336310
Puerto Rico,PRI,2021-02-26,348306
Puerto Rico,PRI,2021-02-27,349018
Puerto Rico,PRI,2021-02-28,353292
Puerto Rico,PRI,2021-03-01,356630
Puerto Rico,PRI,2021-03-02,356652
Puerto Rico,PRI,2021-03-03,363587
Puerto Rico,PRI,2021-03-04,376924
Puerto Rico,PRI,2021-03-05,377558
Puerto Rico,PRI,2021-03-06,386791
Puerto Rico,PRI,2021-03-07,396923
Puerto Rico,PRI,2021-03-08,402670
Puerto Rico,PRI,2021-03-09,404145
Republic of Palau,,2021-01-12,416
Republic of Palau,,2021-01-13,725
Republic of Palau,,2021-01-14,765
Republic of Palau,,2021-01-15,1118
Republic of Palau,,2021-01-19,1913
Republic of Palau,,2021-01-20,1980
Republic of Palau,,2021-01-21,2403
Republic of Palau,,2021-01-22,2403
Republic of Palau,,2021-01-23,2683
Republic of Palau,,2021-01-24,3044
Republic of Palau,,2021-01-25,3044
Republic of Palau,,2021-01-26,3044
Republic of Palau,,2021-01-27,3046
Republic of Palau,,2021-01-28,3067
Republic of Palau,,2021-01-29,3088
Republic of Palau,,2021-01-30,3109
Republic of Palau,,2021-01-31,3109
Republic of Palau,,2021-02-01,3109
Republic of Palau,,2021-02-02,3109
Republic of Palau,,2021-02-03,3109
Republic of Palau,,2021-02-04,3109
Republic of Palau,,2021-02-05,3109
Republic of Palau,,2021-02-06,3109
Republic of Palau,,2021-02-07,3109
Republic of Palau,,2021-02-08,3109
Republic of Palau,,2021-02-09,3109
Republic of Palau,,2021-02-10,3109
Republic of Palau,,2021-02-11,3109
Republic of Palau,,2021-02-12,3109
Republic of Palau,,2021-02-13,3109
Republic of Palau,,2021-02-14,3109
Republic of Palau,,2021-02-16,3111
Republic of Palau,,2021-02-17,3112
Republic of Palau,,2021-02-18,3347
Republic of Palau,,2021-02-19,3347
Republic of Palau,,2021-02-20,3643
Republic of Palau,,2021-02-21,3649
Republic of Palau,,2021-02-22,3649
Republic of Palau,,2021-02-23,4054
Republic of Palau,,2021-02-24,4054
Republic of Palau,,2021-02-25,5083
Republic of Palau,,2021-02-26,5083
Republic of Palau,,2021-02-27,5083
Republic of Palau,,2021-02-28,5085
Republic of Palau,,2021-03-01,5085
Republic of Palau,,2021-03-02,5085
Republic of Palau,,2021-03-03,5085
Republic of Palau,,2021-03-04,5085
Republic of Palau,,2021-03-05,5085
Republic of Palau,,2021-03-06,5085
Republic of Palau,,2021-03-07,5085
Republic of Palau,,2021-03-08,5147
Republic of Palau,,2021-03-09,5147
Rhode Island,,2021-01-12,35385
Rhode Island,,2021-01-13,36489
Rhode Island,,2021-01-14,38000
Rhode Island,,2021-01-15,39381
Rhode Island,,2021-01-19,44164
Rhode Island,,2021-01-20,45904
Rhode Island,,2021-01-21,47859
Rhode Island,,2021-01-22,49932
Rhode Island,,2021-01-23,50650
Rhode Island,,2021-01-24,54287
Rhode Island,,2021-01-25,56751
Rhode Island,,2021-01-26,58097
Rhode Island,,2021-01-27,59853
Rhode Island,,2021-01-28,61554
Rhode Island,,2021-01-29,63263
Rhode Island,,2021-01-30,65668
Rhode Island,,2021-01-31,67744
Rhode Island,,2021-02-01,68779
Rhode Island,,2021-02-02,73486
Rhode Island,,2021-02-03,74473
Rhode Island,,2021-02-04,75963
Rhode Island,,2021-02-05,77940
Rhode Island,,2021-02-06,81085
Rhode Island,,2021-02-07,83326
Rhode Island,,2021-02-08,85037
Rhode Island,,2021-02-09,86264
Rhode Island,,2021-02-10,87862
Rhode Island,,2021-02-11,89723
Rhode Island,,2021-02-12,91809
Rhode Island,,2021-02-13,95258
Rhode Island,,2021-02-14,97380
Rhode Island,,2021-02-16,100448
Rhode Island,,2021-02-17,103283
Rhode Island,,2021-02-18,108152
Rhode Island,,2021-02-19,124576
Rhode Island,,2021-02-20,131246
Rhode Island,,2021-02-21,136915
Rhode Island,,2021-02-22,142522
Rhode Island,,2021-02-23,147118
Rhode Island,,2021-02-24,152657
Rhode Island,,2021-02-25,159547
Rhode Island,,2021-02-26,166299
Rhode Island,,2021-02-27,174837
Rhode Island,,2021-02-28,181943
Rhode Island,,2021-03-01,190901
Rhode Island,,2021-03-02,195504
Rhode Island,,2021-03-03,200683
Rhode Island,,2021-03-04,207382
Rhode Island,,2021-03-05,214165
Rhode Island,,2021-03-06,221043
Rhode Island,,2021-03-07,227657
Rhode Island,,2021-03-08,234708
Rhode Island,,2021-03-09,240963
South Carolina,,2021-01-12,77042
South Carolina,,2021-01-13,87584
South Carolina,,2021-01-14,96231
South Carolina,,2021-01-15,101722
South Carolina,,2021-01-19,155548
South Carolina,,2021-01-20,160518
South Carolina,,2021-01-21,173906
South Carolina,,2021-01-22,189170
South Carolina,,2021-01-23,206663
South Carolina,,2021-01-24,233257
South Carolina,,2021-01-25,258015
South Carolina,,2021-01-26,267262
South Carolina,,2021-01-27,275291
South Carolina,,2021-01-28,302890
South Carolina,,2021-01-29,322195
South Carolina,,2021-01-30,339544
South Carolina,,2021-01-31,361557
South Carolina,,2021-02-01,379136
South Carolina,,2021-02-02,385908
South Carolina,,2021-02-03,391585
South Carolina,,2021-02-04,403766
South Carolina,,2021-02-05,418519
South Carolina,,2021-02-06,435079
South Carolina,,2021-02-07,450531
South Carolina,,2021-02-08,460511
South Carolina,,2021-02-09,460511
South Carolina,,2021-02-10,475116
South Carolina,,2021-02-11,487418
South Carolina,,2021-02-12,500005
South Carolina,,2021-02-13,512156
South Carolina,,2021-02-14,525641
South Carolina,,2021-02-16,542707
South Carolina,,2021-02-17,551943
South Carolina,,2021-02-18,562999
South Carolina,,2021-02-19,610292
South Carolina,,2021-02-20,625877
South Carolina,,2021-02-21,638364
South Carolina,,2021-02-22,649402
South Carolina,,2021-02-23,654169
South Carolina,,2021-02-24,676544
South Carolina,,2021-02-25,686224
South Carolina,,2021-02-26,699792
South Carolina,,2021-02-27,714393
South Carolina,,2021-02-28,726156
South Carolina,,2021-03-01,744420
South Carolina,,2021-03-02,748722
South Carolina,,2021-03-03,757128
South Carolina,,2021-03-04,773039
South Carolina,,2021-03-05,789159
South Carolina,,2021-03-06,812356
South Carolina,,2021-03-07,840618
South Carolina,,2021-03-08,873292
South Carolina,,2021-03-09,885144
South Dakota,,2021-01-12,41322
South Dakota,,2021-01-13,42789
South Dakota,,2021-01-14,44721
South Dakota,,2021-01-15,47389
South Dakota,,2021-01-19,51288
South Dakota,,2021-01-20,52548
South Dakota,,2021-01-21,54531
South Dakota,,2021-01-22,56762
South Dakota,,2021-01-23,60982
South Dakota,,2021-01-24,63091
South Dakota,,2021-01-25,63950
South Dakota,,2021-01-26,64012
South Dakota,,2021-01-27,65031
South Dakota,,2021-01-28,67171
South Dakota,,2021-01-29,70502
South Dakota,,2021-01-30,74229
South Dakota,,2021-01-31,76523
South Dakota,,2021-02-01,77052
South Dakota,,2021-02-02,77125
South Dakota,,2021-02-03,79025
South Dakota,,2021-02-04,81697
South Dakota,,2021-02-05,85921
South Dakota,,2021-02-06,88882
South Dakota,,2021-02-07,91598
South Dakota,,2021-02-08,92615
South Dakota,,2021-02-09,92678
South Dakota,,2021-02-10,94744
South Dakota,,2021-02-11,97817
South Dakota,,2021-02-12,103076
South Dakota,,2021-02-13,106251
South Dakota,,2021-02-14,109875
South Dakota,,2021-02-16,111151
South Dakota,,2021-02-17,113425
South Dakota,,2021-02-18,116461
South Dakota,,2021-02-19,148976
South Dakota,,2021-02-20,152655
South Dakota,,2021-02-21,156792
South Dakota,,2021-02-22,158510
South Dakota,,2021-02-23,159128
South Dakota,,2021-02-24,162715
South Dakota,,2021-02-25,167375
South Dakota,,2021-02-26,172181
South Dakota,,2021-02-27,178535
South Dakota,,2021-02-28,183794
South Dakota,,2021-03-01,186081
South Dakota,,2021-03-02,186483
South Dakota,,2021-03-03,189817
South Dakota,,2021-03-04,193817
South Dakota,,2021-03-05,198660
South Dakota,,2021-03-06,205900
South Dakota,,2021-03-07,211042
South Dakota,,2021-03-08,213168
South Dakota,,2021-03-09,213680
Tennessee,,2021-01-12,143735
Tennessee,,2021-01-13,150893
Tennessee,,2021-01-14,238943
Tennessee,,2021-01-15,264912
Tennessee,,2021-01-19,302260
Tennessee,,2021-01-20,305780
Tennessee,,2021-01-21,313154
Tennessee,,2021-01-22,324543
Tennessee,,2021-01-23,335823
Tennessee,,2021-01-24,354407
Tennessee,,2021-01-25,361767
Tennessee,,2021-01-26,365235
Tennessee,,2021-01-27,374108
Tennessee,,2021-01-28,385682
Tennessee,,2021-01-29,400950
Tennessee,,2021-01-30,416716
Tennessee,,2021-01-31,438426
Tennessee,,2021-02-01,447977
Tennessee,,2021-02-02,450633
Tennessee,,2021-02-03,463300
Tennessee,,2021-02-04,477784
Tennessee,,2021-02-05,500458
Tennessee,,2021-02-06,521621
Tennessee,,2021-02-07,543793
Tennessee,,2021-02-08,554016
Tennessee,,2021-02-09,558590
Tennessee,,2021-02-10,577121
Tennessee,,2021-02-11,595081
Tennessee,,2021-02-12,618010
Tennessee,,2021-02-13,634688
Tennessee,,2021-02-14,659390
Tennessee,,2021-02-16,675421
Tennessee,,2021-02-17,680454
Tennessee,,2021-02-18,691486
Tennessee,,2021-02-19,740230
Tennessee,,2021-02-20,748756
Tennessee,,2021-02-21,757333
Tennessee,,2021-02-22,763973
Tennessee,,2021-02-23,767826
Tennessee,,2021-02-24,784786
Tennessee,,2021-02-25,802161
Tennessee,,2021-02-26,829456
Tennessee,,2021-02-27,853658
Tennessee,,2021-02-28,888096
Tennessee,,2021-03-01,912983
Tennessee,,2021-03-02,921398
Tennessee,,2021-03-03,953568
Tennessee,,2021-03-04,975937
Tennessee,,2021-03-05,1001098
Tennessee,,2021-03-06,1026523
Tennessee,,2021-03-07,1053348
Tennessee,,2021-03-08,1058354
Tennessee,,2021-03-09,1064302
Texas,,2021-01-12,809148
Texas,,2021-01-13,861072
Texas,,2021-01-14,917387
Texas,,2021-01-15,1003412
Texas,,2021-01-19,1222952
Texas,,2021-01-20,1282998
Texas,,2021-01-21,1337706
Texas,,2021-01-22,1412767
Texas,,2021-01-23,1474571
Texas,,2021-01-24,1502751
Texas,,2021-01-25,1532381
Texas,,2021-01-26,1614648
Texas,,2021-01-27,1648575
Texas,,2021-01-28,1731725
Texas,,2021-01-29,1804291
Texas,,2021-01-30,1886813
Texas,,2021-01-31,1928227
Texas,,2021-02-01,1991555
Texas,,2021-02-02,1991555
Texas,,2021-02-03,2086493
Texas,,2021-02-04,2181310
Texas,,2021-02-05,2257870
Texas,,2021-02-06,2371311
Texas,,2021-02-07,2464468
Texas,,2021-02-08,2512804
Texas,,2021-02-09,2589885
Texas,,2021-02-10,2672352
Texas,,2021-02-11,2745305
Texas,,2021-02-12,2834361
Texas,,2021-02-13,2901250
Texas,,2021-02-14,2970596
Texas,,2021-02-16,3037786
Texas,,2021-02-17,3059756
Texas,,2021-02-18,3071010
Texas,,2021-02-19,3205884
Texas,,2021-02-20,3241776
Texas,,2021-02-21,3267255
Texas,,2021-02-22,3278912
Texas,,2021-02-23,3309933
Texas,,2021-02-24,3362877
Texas,,2021-02-25,3432978
Texas,,2021-02-26,3511724
Texas,,2021-02-27,3581903
Texas,,2021-02-28,3674676
Texas,,2021-03-01,3679952
Texas,,2021-03-02,3883032
Texas,,2021-03-03,4001348
Texas,,2021-03-04,4110436
Texas,,2021-03-05,4257785
Texas,,2021-03-06,4410894
Texas,,2021-03-07,4482702
Texas,,2021-03-08,4406573
Texas,,2021-03-09,4574899
United States,USA,2021-01-12,7398897
United States,USA,2021-01-13,8015434
United States,USA,2021-01-14,9690757
United States,USA,2021-01-15,10595866
United States,USA,2021-01-19,13595803
United States,USA,2021-01-20,14270441
United States,USA,2021-01-21,15053257
United States,USA,2021-01-22,16243093
United States,USA,2021-01-23,17390345
United States,USA,2021-01-24,18502131
United States,USA,2021-01-25,19252279
United States,USA,2021-01-26,19902237
United States,USA,2021-01-27,20687970
United States,USA,2021-01-28,21698606
United States,USA,2021-01-29,22858318
United States,USA,2021-01-30,24064165
United States,USA,2021-01-31,25201143
United States,USA,2021-02-01,26023153
United States,USA,2021-02-02,26440836
United States,USA,2021-02-03,27154956
United States,USA,2021-02-04,27905197
United States,USA,2021-02-05,28909497
United States,USA,2021-02-06,30250964
United States,USA,2021-02-07,31579100
United States,USA,2021-02-08,32340146
United States,USA,2021-02-09,32867213
United States,USA,2021-02-10,33783384
United States,USA,2021-02-11,34723964
United States,USA,2021-02-12,35834855
United States,USA,2021-02-13,37056122
United States,USA,2021-02-14,38292270
United States,USA,2021-02-16,39670551
United States,USA,2021-02-17,40268009
United States,USA,2021-02-18,41021049
United States,USA,2021-02-19,41977401
United States,USA,2021-02-20,42809595
United States,USA,2021-02-21,43628092
United States,USA,2021-02-22,44138118
United States,USA,2021-02-23,44544969
United States,USA,2021-02-24,45237143
United States,USA,2021-02-25,46074392
United States,USA,2021-02-26,47184199
United States,USA,2021-02-27,48435536
United States,USA,2021-02-28,49772180
United States,USA,2021-03-01,50732997
United States,USA,2021-03-02,51755447
United States,USA,2021-03-03,52855579
United States,USA,2021-03-04,54035670
United States,USA,2021-03-05,55547697
United States,USA,2021-03-06,57358849
United States,USA,2021-03-07,58873710
United States,USA,2021-03-08,60005231
United States,USA,2021-03-09,61088527
Utah,,2021-01-12,90613
Utah,,2021-01-13,98010
Utah,,2021-01-14,103833
Utah,,2021-01-15,114504
Utah,,2021-01-19,144056
Utah,,2021-01-20,159814
Utah,,2021-01-21,166334
Utah,,2021-01-22,175364
Utah,,2021-01-23,175364
Utah,,2021-01-24,175364
Utah,,2021-01-25,195221
Utah,,2021-01-26,196507
Utah,,2021-01-27,201134
Utah,,2021-01-28,201134
Utah,,2021-01-29,219468
Utah,,2021-01-30,227616
Utah,,2021-01-31,227616
Utah,,2021-02-01,244613
Utah,,2021-02-02,245534
Utah,,2021-02-03,245534
Utah,,2021-02-04,258569
Utah,,2021-02-05,271345
Utah,,2021-02-06,284458
Utah,,2021-02-07,284458
Utah,,2021-02-08,304991
Utah,,2021-02-09,307059
Utah,,2021-02-10,307059
Utah,,2021-02-11,307059
Utah,,2021-02-12,307059
Utah,,2021-02-13,307059
Utah,,2021-02-14,307059
Utah,,2021-02-16,314844
Utah,,2021-02-17,314844
Utah,,2021-02-18,322861
Utah,,2021-02-19,343017
Utah,,2021-02-20,356046
Utah,,2021-02-21,356371
Utah,,2021-02-22,356543
Utah,,2021-02-23,356619
Utah,,2021-02-24,364163
Utah,,2021-02-25,378311
Utah,,2021-02-26,378573
Utah,,2021-02-27,391753
Utah,,2021-02-28,391955
Utah,,2021-03-01,391956
Utah,,2021-03-02,406549
Utah,,2021-03-03,423021
Utah,,2021-03-04,423205
Utah,,2021-03-05,457545
Utah,,2021-03-06,483717
Utah,,2021-03-07,483961
Utah,,2021-03-08,483105
Utah,,2021-03-09,512666
Vermont,,2021-01-14,26603
Vermont,,2021-01-15,28355
Vermont,,2021-01-19,34427
Vermont,,2021-01-20,34607
Vermont,,2021-01-21,36233
Vermont,,2021-01-22,38432
Vermont,,2021-01-23,40484
Vermont,,2021-01-24,41950
Vermont,,2021-01-25,43356
Vermont,,2021-01-26,43994
Vermont,,2021-01-27,44498
Vermont,,2021-01-28,46376
Vermont,,2021-01-29,47485
Vermont,,2021-01-30,48473
Vermont,,2021-01-31,50571
Vermont,,2021-02-01,53967
Vermont,,2021-02-02,54994
Vermont,,2021-02-03,55357
Vermont,,2021-02-04,56221
Vermont,,2021-02-05,57432
Vermont,,2021-02-06,58637
Vermont,,2021-02-07,60863
Vermont,,2021-02-08,63024
Vermont,,2021-02-09,64864
Vermont,,2021-02-10,65577
Vermont,,2021-02-11,67024
Vermont,,2021-02-12,68654
Vermont,,2021-02-13,70351
Vermont,,2021-02-14,73105
Vermont,,2021-02-16,78022
Vermont,,2021-02-17,78816
Vermont,,2021-02-18,79606
Vermont,,2021-02-19,86590
Vermont,,2021-02-20,88826
Vermont,,2021-02-21,91923
Vermont,,2021-02-22,94486
Vermont,,2021-02-23,96215
Vermont,,2021-02-24,97004
Vermont,,2021-02-25,98510
Vermont,,2021-02-26,101037
Vermont,,2021-02-27,103980
Vermont,,2021-02-28,107089
Vermont,,2021-03-01,109761
Vermont,,2021-03-02,111761
Vermont,,2021-03-03,112844
Vermont,,2021-03-04,114447
Vermont,,2021-03-05,117433
Vermont,,2021-03-06,120844
Vermont,,2021-03-07,125483
Vermont,,2021-03-08,126974
Vermont,,2021-03-09,130466
Veterans Health,,2021-01-12,207449
Veterans Health,,2021-01-13,227886
Veterans Health,,2021-01-14,252993
Veterans Health,,2021-01-15,280461
Veterans Health,,2021-01-19,372382
Veterans Health,,2021-01-20,387870
Veterans Health,,2021-01-21,463738
Veterans Health,,2021-01-22,497096
Veterans Health,,2021-01-23,529784
Veterans Health,,2021-01-24,564247
Veterans Health,,2021-01-25,600685
Veterans Health,,2021-01-26,600904
Veterans Health,,2021-01-27,626115
Veterans Health,,2021-01-28,655236
Veterans Health,,2021-01-29,688872
Veterans Health,,2021-01-30,721252
Veterans Health,,2021-01-31,754720
Veterans Health,,2021-02-01,781179
Veterans Health,,2021-02-02,789785
Veterans Health,,2021-02-03,813455
Veterans Health,,2021-02-04,816665
Veterans Health,,2021-02-05,847699
Veterans Health,,2021-02-06,876409
Veterans Health,,2021-02-07,927688
Veterans Health,,2021-02-08,952628
Veterans Health,,2021-02-09,958539
